chr,start,end,strand,name,id
chr18,21683559,21683578,+,"hsa-miR-320c","MI0003778"
chr18,21825712,21825733,-,"hsa-miR-133a-3p","MI0000450"
chr18,21825749,21825770,-,"hsa-miR-133a-5p","MI0000450"
chr18,21829015,21829036,-,"hsa-miR-1-3p","MI0000437"
chr18,22933407,22933429,+,"hsa-miR-4741","MI0017379"
chr18,24321716,24321735,+,"hsa-miR-320c","MI0008191"
chr18,26591505,26591525,-,"hsa-miR-8057","MI0025893"
chr18,30298936,30298952,+,"hsa-miR-302f","MI0006418"
chr18,35591782,35591803,+,"hsa-miR-3975","MI0016993"
chr18,35904871,35904892,-,"hsa-miR-187-5p","MI0000274"
chr18,35904835,35904856,-,"hsa-miR-187-3p","MI0000274"
chr18,35934088,35934110,-,"hsa-miR-3929","MI0016439"
chr18,37657189,37657205,+,"hsa-miR-4318","MI0015847"
chr18,39622153,39622172,-,"hsa-miR-924","MI0005716"
chr18,39676756,39676777,-,"hsa-miR-5583-5p","MI0019140"
chr18,39676719,39676740,-,"hsa-miR-5583-3p","MI0019140"
chr18,39676721,39676742,+,"hsa-miR-5583-5p","MI0019139"
chr18,39676758,39676779,+,"hsa-miR-5583-3p","MI0019139"
chr18,44970140,44970156,-,"hsa-miR-4319","MI0015848"
chr18,47380503,47380524,+,"hsa-miR-4527","MI0016894"
chr18,48670602,48670624,+,"hsa-miR-4743-5p","MI0017381"
chr18,48670648,48670668,+,"hsa-miR-4743-3p","MI0017381"
chr18,49049737,49049759,-,"hsa-miR-4744","MI0017382"
chr18,49487402,49487422,+,"hsa-miR-1539","MI0007260"
chr18,50126509,50126526,-,"hsa-miR-4320","MI0015849"
chr18,53237156,53237177,+,"hsa-miR-4528","MI0016895"
chr18,55479226,55479247,+,"hsa-miR-4529-5p","MI0016896"
chr18,55479270,55479290,+,"hsa-miR-4529-3p","MI0016896"
chr18,58451088,58451109,+,"hsa-miR-122-5p","MI0000442"
chr18,58451124,58451145,+,"hsa-miR-122-3p","MI0000442"
chr18,58451121,58451143,-,"hsa-miR-122b-5p","MI0017383"
chr18,58451087,58451108,-,"hsa-miR-122b-3p","MI0017383"
chr18,67081607,67081627,+,"hsa-miR-5011-5p","MI0017879"
chr18,67081645,67081666,+,"hsa-miR-5011-3p","MI0017879"
chr18,72853365,72853382,-,"hsa-miR-548av-5p","MI0019152"
chr18,72853321,72853340,-,"hsa-miR-548av-3p","MI0019152"
chr19,72045,72065,+,"hsa-miR-1302","MI0015980"
chr19,804941,804963,+,"hsa-miR-4745-5p","MI0017384"
chr19,804977,804999,+,"hsa-miR-4745-3p","MI0017384"
chr19,813627,813646,+,"hsa-miR-3187-3p","MI0014231"
chr19,813590,813612,+,"hsa-miR-3187-5p","MI0014231"
chr19,1816203,1816223,-,"hsa-miR-1909-5p","MI0008330"
chr19,1816169,1816190,-,"hsa-miR-1909-3p","MI0008330"
chr19,2234062,2234081,-,"hsa-miR-1227-3p","MI0006316"
chr19,2234133,2234149,-,"hsa-miR-1227-5p","MI0006316"
chr19,2235899,2235922,-,"hsa-miR-6789-5p","MI0022634"
chr19,2235829,2235849,-,"hsa-miR-6789-3p","MI0022634"
chr19,2250688,2250708,+,"hsa-miR-4321","MI0015852"
chr19,2434980,2435000,-,"hsa-miR-7108-5p","MI0022959"
chr19,2434914,2434933,-,"hsa-miR-7108-3p","MI0022959"
chr19,2630723,2630743,+,"hsa-miR-7850-5p","MI0025520"
chr19,3961429,3961452,-,"hsa-miR-637","MI0003652"
chr19,4445987,4446009,+,"hsa-miR-4746-5p","MI0017385"
chr19,4446021,4446041,+,"hsa-miR-4746-3p","MI0017385"
chr19,4770700,4770723,+,"hsa-miR-7-5p","MI0000265"
chr19,4932687,4932708,+,"hsa-miR-4747-5p","MI0017386"
chr19,4932719,4932740,+,"hsa-miR-4747-3p","MI0017386"
chr19,6389674,6389698,-,"hsa-miR-6885-5p","MI0022732"
chr19,6389638,6389658,-,"hsa-miR-6885-3p","MI0022732"
chr19,6392961,6392983,-,"hsa-miR-6790-5p","MI0022635"
chr19,6392925,6392945,-,"hsa-miR-6790-3p","MI0022635"
chr19,6416434,6416455,-,"hsa-miR-3940-3p","MI0016597"
chr19,6416470,6416489,-,"hsa-miR-3940-5p","MI0016597"
chr19,6736752,6736773,-,"hsa-miR-6791-5p","MI0022636"
chr19,6736712,6736732,-,"hsa-miR-6791-3p","MI0022636"
chr19,7617439,7617459,+,"hsa-miR-6792-5p","MI0022637"
chr19,7617480,7617501,+,"hsa-miR-6792-3p","MI0022637"
chr19,8389340,8389360,-,"hsa-miR-4999-5p","MI0017865"
chr19,8389311,8389330,-,"hsa-miR-4999-3p","MI0017865"
chr19,10038354,10038374,+,"hsa-miR-5589-5p","MI0019148"
chr19,10038391,10038413,+,"hsa-miR-5589-3p","MI0019148"
chr19,10230455,10230475,+,"hsa-miR-4322","MI0015851"
chr19,10403505,10403525,-,"hsa-miR-1181","MI0006274"
chr19,10552183,10552202,+,"hsa-miR-1238-3p","MI0006328"
chr19,10552122,10552144,+,"hsa-miR-1238-5p","MI0006328"
chr19,10718419,10718443,+,"hsa-miR-638","MI0003653"
chr19,10780263,10780283,+,"hsa-miR-4748","MI0017387"
chr19,10817469,10817491,-,"hsa-miR-199a-5p","MI0000242"
chr19,10817429,10817450,-,"hsa-miR-199a-3p","MI0000242"
chr19,10828978,10828999,+,"hsa-miR-6793-5p","MI0022638"
chr19,10829016,10829035,+,"hsa-miR-6793-3p","MI0022638"
chr19,11113479,11113499,+,"hsa-miR-6886-5p","MI0022733"
chr19,11113511,11113531,+,"hsa-miR-6886-3p","MI0022733"
chr19,11495544,11495567,-,"hsa-miR-7974","MI0025750"
chr19,12703647,12703664,-,"hsa-miR-10395-5p","MI0033419"
chr19,12703601,12703621,-,"hsa-miR-10395-3p","MI0033419"
chr19,12787132,12787151,+,"hsa-miR-5684","MI0019285"
chr19,12852265,12852284,+,"hsa-miR-6794-5p","MI0022639"
chr19,12852306,12852325,+,"hsa-miR-6794-3p","MI0022639"
chr19,12920373,12920394,+,"hsa-miR-5695","MI0019302"
chr19,12940486,12940506,+,"hsa-miR-6515-5p","MI0022227"
chr19,12940521,12940540,+,"hsa-miR-6515-3p","MI0022227"
chr19,13836289,13836310,-,"hsa-miR-24-3p","MI0000081"
chr19,13836326,13836347,-,"hsa-miR-24-2-5p","MI0000081"
chr19,13836487,13836508,-,"hsa-miR-27a-5p","MI0000085"
chr19,13836447,13836467,-,"hsa-miR-27a-3p","MI0000085"
chr19,13836630,13836651,-,"hsa-miR-23a-5p","MI0000079"
chr19,13836595,13836615,-,"hsa-miR-23a-3p","MI0000079"
chr19,13874725,13874746,+,"hsa-miR-181c-5p","MI0000271"
chr19,13874763,13874784,+,"hsa-miR-181c-3p","MI0000271"
chr19,13874910,13874932,+,"hsa-miR-181d-5p","MI0003139"
chr19,13874953,13874973,+,"hsa-miR-181d-3p","MI0003139"
chr19,14073381,14073400,+,"hsa-miR-1199-5p","MI0020340"
chr19,14073425,14073445,+,"hsa-miR-1199-3p","MI0020340"
chr19,14529603,14529625,+,"hsa-miR-639","MI0003654"
chr19,15179322,15179345,-,"hsa-miR-6795-5p","MI0022640"
chr19,15179283,15179303,-,"hsa-miR-6795-3p","MI0022640"
chr19,15449548,15449568,+,"hsa-miR-1470","MI0007075"
chr19,18282129,18282151,+,"hsa-miR-3188","MI0014232"
chr19,18386607,18386627,+,"hsa-miR-3189-3p","MI0014233"
chr19,18386570,18386594,+,"hsa-miR-3189-5p","MI0014233"
chr19,19435123,19435143,+,"hsa-miR-640","MI0003655"
chr19,20399320,20399342,-,"hsa-miR-1270","MI0006407"
chr19,35122705,35122727,+,"hsa-miR-6887-5p","MI0022734"
chr19,35122744,35122764,+,"hsa-miR-6887-3p","MI0022734"
chr19,35345541,35345562,+,"hsa-miR-5196-5p","MI0018175"
chr19,35345581,35345601,+,"hsa-miR-5196-3p","MI0018175"
chr19,39409629,39409646,-,"hsa-miR-4530","MI0016897"
chr19,39829726,39829747,-,"hsa-miR-6719-3p","MI0022554"
chr19,40282603,40282626,-,"hsa-miR-641","MI0003656"
chr19,40369851,40369873,+,"hsa-miR-6796-5p","MI0022641"
chr19,40369887,40369907,+,"hsa-miR-6796-3p","MI0022641"
chr19,41869632,41869656,+,"hsa-miR-6797-5p","MI0022642"
chr19,41869675,41869696,+,"hsa-miR-6797-3p","MI0022642"
chr19,42133455,42133472,-,"hsa-miR-4323","MI0015853"
chr19,42351174,42351195,+,"hsa-miR-8077","MI0025913"
chr19,44653689,44653705,-,"hsa-miR-4531","MI0016898"
chr19,44758667,44758687,+,"hsa-miR-8085","MI0025921"
chr19,45436654,45436673,+,"hsa-miR-6088","MI0020365"
chr19,45639049,45639070,-,"hsa-miR-330-5p","MI0000803"
chr19,45639009,45639031,-,"hsa-miR-330-3p","MI0000803"
chr19,45674943,45674964,+,"hsa-miR-642a-5p","MI0003657"
chr19,45674978,45674999,+,"hsa-miR-642a-3p","MI0003657"
chr19,45674941,45674962,-,"hsa-miR-642b-3p","MI0016685"
chr19,45674978,45674999,-,"hsa-miR-642b-5p","MI0016685"
chr19,46018961,46018982,+,"hsa-miR-769-5p","MI0003834"
chr19,46019000,46019022,+,"hsa-miR-769-3p","MI0003834"
chr19,46709294,46709311,-,"hsa-miR-320e","MI0014234"
chr19,47226955,47226974,+,"hsa-miR-3190-5p","MI0014235"
chr19,47226988,47227010,+,"hsa-miR-3190-3p","MI0014235"
chr19,47226952,47226974,-,"hsa-miR-3191-3p","MI0014236"
chr19,47226990,47227011,-,"hsa-miR-3191-5p","MI0014236"
chr19,49009911,49009933,+,"hsa-miR-6798-5p","MI0022643"
chr19,49009952,49009972,+,"hsa-miR-6798-3p","MI0022643"
chr19,49308807,49308826,-,"hsa-miR-4324","MI0015854"
chr19,49500832,49500853,-,"hsa-miR-150-5p","MI0000479"
chr19,49500797,49500818,-,"hsa-miR-150-3p","MI0000479"
chr19,49682122,49682145,+,"hsa-miR-5088-5p","MI0017977"
chr19,49682174,49682194,+,"hsa-miR-5088-3p","MI0017977"
chr19,49791871,49791890,+,"hsa-miR-6799-5p","MI0022644"
chr19,49791912,49791934,+,"hsa-miR-6799-3p","MI0022644"
chr19,49832022,49832042,+,"hsa-miR-6800-5p","MI0022645"
chr19,49832076,49832096,+,"hsa-miR-6800-3p","MI0022645"
chr19,49854593,49854614,+,"hsa-miR-4749-5p","MI0017388"
chr19,49854632,49854651,+,"hsa-miR-4749-3p","MI0017388"
chr19,49888177,49888198,+,"hsa-miR-4750-5p","MI0017389"
chr19,49888209,49888230,+,"hsa-miR-4750-3p","MI0017389"
chr19,49933073,49933096,+,"hsa-miR-4751","MI0017390"
chr19,51206939,51206962,-,"hsa-miR-8074","MI0025910"
chr19,51692618,51692639,+,"hsa-miR-99b-5p","MI0000746"
chr19,51692656,51692677,+,"hsa-miR-99b-3p","MI0000746"
chr19,51692793,51692814,+,"hsa-let-7e-5p","MI0000066"
chr19,51692838,51692859,+,"hsa-let-7e-3p","MI0000066"
chr19,51693268,51693291,+,"hsa-miR-125a-5p","MI0000469"
chr19,51693306,51693327,+,"hsa-miR-125a-3p","MI0000469"
chr19,52222025,52222047,+,"hsa-miR-6801-5p","MI0022646"
chr19,52222074,52222093,+,"hsa-miR-6801-3p","MI0022646"
chr19,52281857,52281878,+,"hsa-miR-643","MI0003658"
chr19,53666692,53666714,+,"hsa-miR-512-5p","MI0003140"
chr19,53666729,53666750,+,"hsa-miR-512-3p","MI0003140"
chr19,53669176,53669198,+,"hsa-miR-512-5p","MI0003141"
chr19,53669213,53669234,+,"hsa-miR-512-3p","MI0003141"
chr19,53671978,53671999,+,"hsa-miR-1323","MI0003786"
chr19,53674230,53674252,+,"hsa-miR-498-5p","MI0003142"
chr19,53674266,53674288,+,"hsa-miR-498-3p","MI0003142"
chr19,53675764,53675784,+,"hsa-miR-520e-3p","MI0003143"
chr19,53675726,53675747,+,"hsa-miR-520e-5p","MI0003143"
chr19,53679016,53679039,+,"hsa-miR-515-5p","MI0003144"
chr19,53679053,53679074,+,"hsa-miR-515-3p","MI0003144"
chr19,53679953,53679974,+,"hsa-miR-519e-5p","MI0003145"
chr19,53679991,53680012,+,"hsa-miR-519e-3p","MI0003145"
chr19,53682213,53682234,+,"hsa-miR-520f-3p","MI0003146"
chr19,53682173,53682194,+,"hsa-miR-520f-5p","MI0003146"
chr19,53685022,53685045,+,"hsa-miR-515-5p","MI0003147"
chr19,53685059,53685080,+,"hsa-miR-515-3p","MI0003147"
chr19,53686484,53686505,+,"hsa-miR-519c-5p","MI0003148"
chr19,53686522,53686543,+,"hsa-miR-519c-3p","MI0003148"
chr19,53688494,53688515,+,"hsa-miR-1283","MI0003832"
chr19,53690895,53690915,+,"hsa-miR-520a-5p","MI0003149"
chr19,53690933,53690954,+,"hsa-miR-520a-3p","MI0003149"
chr19,53694406,53694428,+,"hsa-miR-526b-5p","MI0003150"
chr19,53694443,53694464,+,"hsa-miR-526b-3p","MI0003150"
chr19,53695225,53695246,+,"hsa-miR-519b-5p","MI0003151"
chr19,53695263,53695284,+,"hsa-miR-519b-3p","MI0003151"
chr19,53697547,53697567,+,"hsa-miR-525-5p","MI0003152"
chr19,53697584,53697605,+,"hsa-miR-525-3p","MI0003152"
chr19,53698400,53698421,+,"hsa-miR-523-5p","MI0003153"
chr19,53698437,53698459,+,"hsa-miR-523-3p","MI0003153"
chr19,53700030,53700051,+,"hsa-miR-518f-5p","MI0003154"
chr19,53700067,53700087,+,"hsa-miR-518f-3p","MI0003154"
chr19,53701267,53701287,+,"hsa-miR-520b-3p","MI0003155"
chr19,53701228,53701248,+,"hsa-miR-520b-5p","MI0003155"
chr19,53702787,53702808,+,"hsa-miR-518b","MI0003156"
chr19,53706266,53706287,+,"hsa-miR-526a-5p","MI0003157"
chr19,53706303,53706324,+,"hsa-miR-526a-3p","MI0003157"
chr19,53707468,53707489,+,"hsa-miR-520c-5p","MI0003158"
chr19,53707506,53707527,+,"hsa-miR-520c-3p","MI0003158"
chr19,53708758,53708780,+,"hsa-miR-518c-5p","MI0003159"
chr19,53708796,53708818,+,"hsa-miR-518c-3p","MI0003159"
chr19,53711017,53711038,+,"hsa-miR-524-5p","MI0003160"
chr19,53711054,53711074,+,"hsa-miR-524-3p","MI0003160"
chr19,53712282,53712303,+,"hsa-miR-517-5p","MI0003161"
chr19,53712321,53712342,+,"hsa-miR-517a-3p","MI0003161"
chr19,53713400,53713421,+,"hsa-miR-519d-3p","MI0003162"
chr19,53713361,53713385,+,"hsa-miR-519d-5p","MI0003162"
chr19,53716647,53716668,+,"hsa-miR-521","MI0003163"
chr19,53720111,53720130,+,"hsa-miR-520d-5p","MI0003164"
chr19,53720149,53720170,+,"hsa-miR-520d-3p","MI0003164"
chr19,53721081,53721102,+,"hsa-miR-517-5p","MI0003165"
chr19,53721118,53721139,+,"hsa-miR-517b-3p","MI0003165"
chr19,53722220,53722243,+,"hsa-miR-520g-3p","MI0003166"
chr19,53722182,53722204,+,"hsa-miR-520g-5p","MI0003166"
chr19,53725457,53725478,+,"hsa-miR-516b-5p","MI0003167"
chr19,53725497,53725514,+,"hsa-miR-516b-3p","MI0003167"
chr19,53726928,53726949,+,"hsa-miR-526a-5p","MI0003168"
chr19,53729853,53729874,+,"hsa-miR-518e-5p","MI0003169"
chr19,53729891,53729911,+,"hsa-miR-518e-3p","MI0003169"
chr19,53731019,53731038,+,"hsa-miR-518a-5p","MI0003170"
chr19,53731056,53731077,+,"hsa-miR-518a-3p","MI0003170"
chr19,53734892,53734913,+,"hsa-miR-518d-5p","MI0003171"
chr19,53734929,53734949,+,"hsa-miR-518d-3p","MI0003171"
chr19,53736860,53736881,+,"hsa-miR-516b-5p","MI0003172"
chr19,53736905,53736922,+,"hsa-miR-516b-3p","MI0003172"
chr19,53739348,53739367,+,"hsa-miR-518a-5p","MI0003173"
chr19,53739385,53739406,+,"hsa-miR-518a-3p","MI0003173"
chr19,53741332,53741353,+,"hsa-miR-517-5p","MI0003174"
chr19,53741369,53741390,+,"hsa-miR-517c-3p","MI0003174"
chr19,53742566,53742587,+,"hsa-miR-520h","MI0003175"
chr19,53748689,53748710,+,"hsa-miR-521","MI0003176"
chr19,53751226,53751247,+,"hsa-miR-522-5p","MI0003177"
chr19,53751264,53751285,+,"hsa-miR-522-3p","MI0003177"
chr19,53752411,53752432,+,"hsa-miR-519a-5p","MI0003178"
chr19,53752449,53752470,+,"hsa-miR-519a-3p","MI0003178"
chr19,53754031,53754050,+,"hsa-miR-527","MI0003179"
chr19,53756756,53756778,+,"hsa-miR-516a-5p","MI0003180"
chr19,53756801,53756818,+,"hsa-miR-516a-3p","MI0003180"
chr19,53758245,53758266,+,"hsa-miR-1283","MI0006430"
chr19,53761148,53761170,+,"hsa-miR-516a-5p","MI0003181"
chr19,53761193,53761210,+,"hsa-miR-516a-3p","MI0003181"
chr19,53762397,53762418,+,"hsa-miR-519a-3p","MI0003182"
chr19,53762358,53762378,+,"hsa-miR-519a-2-5p","MI0003182"
chr19,53787680,53787699,+,"hsa-miR-371a-5p","MI0000779"
chr19,53787716,53787738,+,"hsa-miR-371a-3p","MI0000779"
chr19,53787715,53787736,-,"hsa-miR-371b-5p","MI0017393"
chr19,53787678,53787700,-,"hsa-miR-371b-3p","MI0017393"
chr19,53787931,53787953,+,"hsa-miR-372-3p","MI0000780"
chr19,53787895,53787917,+,"hsa-miR-372-5p","MI0000780"
chr19,53788710,53788731,+,"hsa-miR-373-5p","MI0000781"
chr19,53788748,53788770,+,"hsa-miR-373-3p","MI0000781"
chr19,53982362,53982384,+,"hsa-miR-935","MI0005757"
chr19,54282118,54282139,+,"hsa-miR-4752","MI0017391"
chr19,54645319,54645339,+,"hsa-miR-8061","MI0025897"
chr19,55123225,55123242,-,"hsa-miR-7975","MI0025751"
chr19,55230927,55230947,-,"hsa-miR-6804-5p","MI0022649"
chr19,55230885,55230906,-,"hsa-miR-6804-3p","MI0022649"
chr19,55239952,55239971,-,"hsa-miR-6802-5p","MI0022647"
chr19,55239912,55239933,-,"hsa-miR-6802-3p","MI0022647"
chr19,55245224,55245245,-,"hsa-miR-6803-5p","MI0022648"
chr19,55245186,55245207,-,"hsa-miR-6803-3p","MI0022648"
chr19,55388186,55388207,+,"hsa-miR-6805-5p","MI0022650"
chr19,55388220,55388242,+,"hsa-miR-6805-3p","MI0022650"
chr19,58334693,58334716,+,"hsa-miR-6806-5p","MI0022651"
chr19,58334730,58334751,+,"hsa-miR-6806-3p","MI0022651"
chr19,58386827,58386849,-,"hsa-miR-4754","MI0017394"
chr19,58393364,58393387,+,"hsa-miR-10394-5p","MI0033418"
chr19,58393424,58393446,+,"hsa-miR-10394-3p","MI0033418"
chr19,58550285,58550306,+,"hsa-miR-6807-5p","MI0022652"
chr19,58550354,58550376,+,"hsa-miR-6807-3p","MI0022652"
chr2,5974662,5974685,+,"hsa-miR-7158-5p","MI0023618"
chr2,5974712,5974732,+,"hsa-miR-7158-3p","MI0023618"
chr2,6650418,6650435,+,"hsa-miR-7515","MI0024354"
chr2,10192624,10192639,-,"hsa-miR-4261","MI0015868"
chr2,11540652,11540671,-,"hsa-miR-4429","MI0016768"
chr2,11767495,11767517,+,"hsa-miR-548s","MI0014141"
chr2,11836943,11836959,-,"hsa-miR-4262","MI0015872"
chr2,12199138,12199159,+,"hsa-miR-3681-5p","MI0016082"
chr2,12199174,12199195,+,"hsa-miR-3681-3p","MI0016082"
chr2,12737376,12737395,+,"hsa-miR-3125","MI0014142"
chr2,19348439,19348461,+,"hsa-miR-4757-5p","MI0017398"
chr2,19348476,19348497,+,"hsa-miR-4757-3p","MI0017398"
chr2,25328651,25328674,-,"hsa-miR-1301-3p","MI0003815"
chr2,25328689,25328707,-,"hsa-miR-1301-5p","MI0003815"
chr2,27996422,27996439,+,"hsa-miR-4263","MI0015876"
chr2,32532213,32532231,+,"hsa-miR-558","MI0003564"
chr2,32635300,32635321,+,"hsa-miR-4765","MI0017406"
chr2,33418519,33418536,+,"hsa-miR-4430","MI0016769"
chr2,35471453,35471474,+,"hsa-miR-548ad-3p","MI0016770"
chr2,35471420,35471439,+,"hsa-miR-548ad-5p","MI0016770"
chr2,47377690,47377710,+,"hsa-miR-559","MI0003565"
chr2,49059603,49059624,+,"hsa-miR-548ba","MI0025747"
chr2,50696172,50696192,-,"hsa-miR-8485","MI0027288"
chr2,52702588,52702609,-,"hsa-miR-4431","MI0016771"
chr2,53849136,53849156,-,"hsa-miR-3682-3p","MI0016083"
chr2,53849170,53849191,-,"hsa-miR-3682-5p","MI0016083"
chr2,55983020,55983042,-,"hsa-miR-217-5p","MI0000293"
chr2,55982984,55983005,-,"hsa-miR-217-3p","MI0000293"
chr2,55989020,55989041,-,"hsa-miR-216a-5p","MI0000292"
chr2,55988981,55989002,-,"hsa-miR-216a-3p","MI0000292"
chr2,56000764,56000785,-,"hsa-miR-216b-5p","MI0005569"
chr2,56000724,56000747,-,"hsa-miR-216b-3p","MI0005569"
chr2,60387362,60387381,-,"hsa-miR-4432","MI0016772"
chr2,62205882,62205903,+,"hsa-miR-5192","MI0018171"
chr2,64340809,64340829,-,"hsa-miR-4433b-5p","MI0025511"
chr2,64340769,64340789,-,"hsa-miR-4433b-3p","MI0025511"
chr2,64340809,64340829,+,"hsa-miR-4433a-3p","MI0016773"
chr2,64340770,64340790,+,"hsa-miR-4433a-5p","MI0016773"
chr2,64525520,64525537,+,"hsa-miR-4434","MI0016774"
chr2,66358297,66358318,-,"hsa-miR-4778-5p","MI0017422"
chr2,66358257,66358278,-,"hsa-miR-4778-3p","MI0017422"
chr2,69103691,69103712,+,"hsa-miR-3126-5p","MI0014143"
chr2,69103727,69103748,+,"hsa-miR-3126-3p","MI0014143"
chr2,70252933,70252954,-,"hsa-miR-1285-3p","MI0006347"
chr2,75090835,75090856,+,"hsa-miR-5000-5p","MI0017866"
chr2,75090873,75090894,+,"hsa-miR-5000-3p","MI0017866"
chr2,79649333,79649349,-,"hsa-miR-4264","MI0015877"
chr2,79866551,79866573,-,"hsa-miR-8080","MI0025916"
chr2,85783657,85783675,-,"hsa-miR-6071","MI0020348"
chr2,86193037,86193058,-,"hsa-miR-4779","MI0017423"
chr2,87194830,87194850,+,"hsa-miR-4771","MI0017412"
chr2,87629764,87629785,+,"hsa-miR-4435","MI0016775"
chr2,88082528,88082549,-,"hsa-miR-4780","MI0017424"
chr2,88812425,88812445,+,"hsa-miR-4436a","MI0016776"
chr2,96798288,96798310,+,"hsa-miR-3127-5p","MI0014144"
chr2,96798324,96798345,+,"hsa-miR-3127-3p","MI0014144"
chr2,101309453,101309474,+,"hsa-miR-5696","MI0019303"
chr2,102432300,102432321,+,"hsa-miR-4772-5p","MI0017414"
chr2,102432336,102432357,+,"hsa-miR-4772-3p","MI0017414"
chr2,109141500,109141518,-,"hsa-miR-4265","MI0015869"
chr2,109313581,109313596,-,"hsa-miR-4266","MI0015870"
chr2,110070017,110070032,-,"hsa-miR-4267","MI0015871"
chr2,110086490,110086511,-,"hsa-miR-4436b-5p","MI0017425"
chr2,110086443,110086464,-,"hsa-miR-4436b-3p","MI0017425"
chr2,110284865,110284886,+,"hsa-miR-4436b-5p","MI0019110"
chr2,110284912,110284933,+,"hsa-miR-4436b-3p","MI0019110"
chr2,111321061,111321082,-,"hsa-miR-4435","MI0016777"
chr2,111771070,111771090,-,"hsa-miR-4771","MI0017413"
chr2,113583004,113583024,-,"hsa-miR-1302","MI0006364"
chr2,113721338,113721359,-,"hsa-miR-4782-5p","MI0017427"
chr2,113721298,113721319,-,"hsa-miR-4782-3p","MI0017427"
chr2,127423586,127423606,-,"hsa-miR-4783-5p","MI0017428"
chr2,127423546,127423568,-,"hsa-miR-4783-3p","MI0017428"
chr2,131491208,131491227,-,"hsa-miR-4784","MI0017429"
chr2,132256970,132256991,-,"hsa-miR-663b","MI0006336"
chr2,132433731,132433750,+,"hsa-miR-9986","MI0032316"
chr2,134127130,134127152,+,"hsa-miR-3679-5p","MI0016080"
chr2,134127168,134127189,+,"hsa-miR-3679-3p","MI0016080"
chr2,134857820,134857840,+,"hsa-miR-5590-5p","MI0019150"
chr2,134857853,134857873,+,"hsa-miR-5590-3p","MI0019150"
chr2,135665446,135665466,+,"hsa-miR-128-3p","MI0000447"
chr2,135665411,135665433,+,"hsa-miR-128-1-5p","MI0000447"
chr2,140586663,140586685,-,"hsa-miR-7157-5p","MI0023617"
chr2,140586626,140586647,-,"hsa-miR-7157-3p","MI0023617"
chr2,149330300,149330321,-,"hsa-miR-9899","MI0031827"
chr2,151368381,151368402,+,"hsa-miR-4773","MI0017415"
chr2,151368343,151368364,-,"hsa-miR-4773","MI0017416"
chr2,159186840,159186859,+,"hsa-miR-6888-5p","MI0022735"
chr2,159186881,159186901,+,"hsa-miR-6888-3p","MI0022735"
chr2,160407819,160407839,-,"hsa-miR-4785","MI0017430"
chr2,168582953,168582974,+,"hsa-miR-4774-5p","MI0017417"
chr2,168582989,168583009,+,"hsa-miR-4774-3p","MI0017417"
chr2,175167642,175167663,-,"hsa-miR-933","MI0005755"
chr2,176150329,176150351,+,"hsa-miR-10b-5p","MI0000267"
chr2,176150368,176150389,+,"hsa-miR-10b-3p","MI0000267"
chr2,176188843,176188861,+,"hsa-miR-7704","MI0025240"
chr2,176601024,176601042,-,"hsa-miR-1246","MI0006381"
chr2,177212768,177212785,+,"hsa-miR-4444","MI0016787"
chr2,177255984,177256006,-,"hsa-miR-3128","MI0014145"
chr2,177313853,177313874,-,"hsa-miR-6512-5p","MI0022224"
chr2,177313811,177313832,-,"hsa-miR-6512-3p","MI0022224"
chr2,179860845,179860865,-,"hsa-miR-1258","MI0006392"
chr2,181305593,181305613,-,"hsa-miR-4437","MI0016778"
chr2,184379017,184379037,+,"hsa-miR-548ae-3p","MI0016779"
chr2,188297552,188297573,+,"hsa-miR-561-3p","MI0003567"
chr2,188297517,188297538,+,"hsa-miR-561-5p","MI0003567"
chr2,188978136,188978156,+,"hsa-miR-1245a","MI0006380"
chr2,188978133,188978153,-,"hsa-miR-1245b-5p","MI0017431"
chr2,188978099,188978120,-,"hsa-miR-1245b-3p","MI0017431"
chr2,188995645,188995665,+,"hsa-miR-3606-5p","MI0015996"
chr2,188995671,188995691,+,"hsa-miR-3606-3p","MI0015996"
chr2,189133082,189133103,-,"hsa-miR-3129-5p","MI0014146"
chr2,189133044,189133065,-,"hsa-miR-3129-3p","MI0014146"
chr2,206783245,206783265,-,"hsa-miR-3130-3p","MI0014147"
chr2,206783276,206783296,-,"hsa-miR-3130-5p","MI0014147"
chr2,206783277,206783297,+,"hsa-miR-3130-3p","MI0014148"
chr2,206783246,206783266,+,"hsa-miR-3130-5p","MI0014148"
chr2,207110043,207110063,-,"hsa-miR-2355-5p","MI0015873"
chr2,207109999,207110020,-,"hsa-miR-2355-3p","MI0015873"
chr2,207166402,207166422,+,"hsa-miR-7845-5p","MI0025515"
chr2,207269328,207269348,-,"hsa-miR-1302","MI0006365"
chr2,207754816,207754837,+,"hsa-miR-4775","MI0017418"
chr2,212426284,212426302,-,"hsa-miR-548f-3p","MI0006375"
chr2,212926306,212926327,-,"hsa-miR-4776-5p","MI0017420"
chr2,212926261,212926283,-,"hsa-miR-4776-3p","MI0017420"
chr2,212926266,212926287,+,"hsa-miR-4776-5p","MI0017419"
chr2,212926310,212926332,+,"hsa-miR-4776-3p","MI0017419"
chr2,213758122,213758142,+,"hsa-miR-4438","MI0016781"
chr2,217900602,217900623,-,"hsa-miR-6809-5p","MI0022654"
chr2,217900513,217900533,-,"hsa-miR-6809-3p","MI0022654"
chr2,218280164,218280186,-,"hsa-miR-6513-5p","MI0022225"
chr2,218280127,218280147,-,"hsa-miR-6513-3p","MI0022225"
